user_id,experiment_group,device_type,traffic_source,region,landing_page,sessions,avg_session_duration_sec,pages_viewed,signed_up,purchased,order_value,revenue
USER-02793,control,Mobile,Organic Search,West,Homepage,4,177.7,5.3,0,0,60.1,0.0
USER-02794,control,Mobile,Paid Search,South,Pricing,6,157.9,7.7,0,0,79.46,0.0
USER-02795,treatment,Desktop,Social,North,Features,2,224.6,7.7,0,0,77.22,0.0
USER-02796,treatment,Mobile,Organic Search,South,Features,3,238.2,5.2,0,0,85.81,0.0
USER-02797,treatment,Mobile,Organic Search,South,Homepage,7,168.0,6.6,1,0,96.85,0.0
USER-02798,control,Mobile,Social,East,Homepage,2,177.0,7.8,1,0,75.47,0.0
USER-02799,control,Desktop,Organic Search,West,Homepage,3,166.7,6.6,0,0,173.91,0.0
USER-02800,treatment,Desktop,Organic Search,North,Homepage,2,168.8,6.8,0,0,122.29,0.0
USER-02801,control,Mobile,Email,East,Pricing,3,252.0,7.9,0,0,82.54,0.0
USER-02802,control,Mobile,Paid Search,East,Pricing,6,200.0,2.8,0,0,123.22,0.0
USER-02803,treatment,Tablet,Paid Search,North,Pricing,5,276.0,7.4,0,0,132.36,0.0
USER-02804,control,Mobile,Email,South,Pricing,5,212.7,5.8,0,0,114.35,0.0
USER-02805,control,Mobile,Organic Search,West,Homepage,4,195.3,4.1,0,0,102.86,0.0
USER-02806,control,Desktop,Social,South,Homepage,6,342.1,5.2,0,1,128.89,128.89
USER-02807,control,Mobile,Organic Search,North,Homepage,3,234.4,3.1,1,0,125.16,0.0
USER-02808,control,Mobile,Social,East,Pricing,6,116.7,6.7,1,1,131.14,131.14
USER-02809,treatment,Mobile,Paid Search,South,Homepage,4,174.0,6.7,0,0,121.16,0.0
USER-02810,control,Mobile,Paid Search,West,Homepage,4,182.4,3.6,1,0,119.6,0.0
USER-02811,control,Desktop,Organic Search,West,Pricing,5,273.9,7.4,0,0,113.12,0.0
USER-02812,control,Desktop,Social,East,Pricing,3,246.5,4.8,0,0,112.43,0.0
USER-02813,treatment,Mobile,Organic Search,South,Features,1,247.3,7.0,0,0,93.6,0.0
USER-02814,treatment,Mobile,Organic Search,West,Features,3,183.0,5.4,0,0,120.27,0.0
USER-02815,control,Tablet,Organic Search,South,Pricing,3,208.9,7.1,0,0,125.19,0.0
USER-02816,treatment,Mobile,Organic Search,East,Features,5,294.4,7.1,0,1,122.2,122.2
USER-02817,control,Mobile,Organic Search,South,Homepage,5,240.6,5.7,0,1,125.73,125.73
USER-02818,control,Mobile,Paid Search,North,Pricing,2,143.1,6.0,0,0,132.9,0.0
USER-02819,control,Mobile,Paid Search,South,Features,5,232.0,2.8,0,0,107.57,0.0
USER-02820,control,Mobile,Email,West,Homepage,6,279.4,6.0,1,1,94.66,94.66
USER-02821,treatment,Tablet,Paid Search,South,Pricing,2,325.7,8.6,0,0,91.43,0.0
USER-02822,treatment,Mobile,Social,West,Pricing,6,128.7,6.0,0,0,161.4,0.0
USER-02823,treatment,Desktop,Organic Search,West,Homepage,4,232.4,8.9,1,1,143.17,143.17
USER-02824,treatment,Mobile,Paid Search,North,Homepage,4,237.8,5.6,0,0,111.12,0.0
USER-02825,control,Mobile,Paid Search,South,Features,4,184.8,5.4,0,1,107.5,107.5
USER-02826,control,Mobile,Paid Search,East,Pricing,4,189.5,4.4,1,0,93.87,0.0
USER-02827,treatment,Desktop,Email,West,Pricing,5,174.4,4.5,1,0,148.01,0.0
USER-02828,treatment,Desktop,Paid Search,East,Pricing,4,231.4,5.3,1,0,128.56,0.0
USER-02829,control,Mobile,Organic Search,South,Homepage,6,235.6,4.5,0,0,130.76,0.0
USER-02830,control,Mobile,Organic Search,North,Features,6,206.1,5.7,0,0,118.59,0.0
USER-02831,treatment,Tablet,Organic Search,East,Homepage,2,290.8,4.4,1,1,102.65,102.65
USER-02832,control,Desktop,Social,South,Homepage,2,218.5,5.7,0,0,84.63,0.0
USER-02833,control,Desktop,Organic Search,North,Pricing,2,280.6,6.0,1,0,114.9,0.0
USER-02834,control,Tablet,Organic Search,West,Homepage,5,224.4,6.4,0,0,100.27,0.0
USER-02835,treatment,Mobile,Paid Search,West,Features,3,192.3,5.9,0,0,90.94,0.0
USER-02836,treatment,Mobile,Paid Search,East,Features,2,253.3,6.8,0,0,86.03,0.0
USER-02837,control,Desktop,Paid Search,East,Pricing,5,255.3,5.0,1,0,163.48,0.0
USER-02838,treatment,Mobile,Email,West,Homepage,2,210.1,5.9,0,0,88.86,0.0
USER-02839,control,Mobile,Email,North,Features,6,114.3,6.5,0,0,123.02,0.0
USER-02840,treatment,Desktop,Organic Search,North,Pricing,1,355.3,7.4,0,0,91.31,0.0
USER-02841,treatment,Tablet,Email,East,Pricing,3,280.6,9.6,1,0,96.24,0.0
USER-02842,treatment,Desktop,Email,West,Pricing,5,271.2,4.8,1,0,79.05,0.0
USER-02843,treatment,Desktop,Organic Search,East,Pricing,7,309.0,7.2,1,0,119.66,0.0
USER-02844,control,Mobile,Paid Search,West,Features,5,128.3,5.5,1,0,122.41,0.0
USER-02845,treatment,Desktop,Email,West,Features,6,275.5,7.3,1,0,98.76,0.0
USER-02846,treatment,Mobile,Paid Search,North,Features,5,262.8,6.7,0,0,97.44,0.0
USER-02847,treatment,Mobile,Organic Search,South,Features,3,256.6,8.7,0,0,75.4,0.0
USER-02848,control,Mobile,Paid Search,West,Pricing,5,250.9,7.3,0,0,100.38,0.0
USER-02849,control,Desktop,Email,South,Features,10,173.0,9.5,1,1,139.23,139.23
USER-02850,treatment,Tablet,Email,North,Pricing,7,249.3,6.5,0,0,158.66,0.0
USER-02851,control,Desktop,Organic Search,East,Pricing,4,258.8,3.9,0,0,102.49,0.0
USER-02852,control,Mobile,Organic Search,North,Pricing,3,288.0,6.2,0,0,86.3,0.0
USER-02853,control,Desktop,Email,West,Pricing,5,233.8,6.1,1,0,75.36,0.0
USER-02854,control,Mobile,Organic Search,West,Homepage,2,236.2,5.9,1,0,70.26,0.0
USER-02855,control,Desktop,Paid Search,South,Features,4,264.5,5.3,0,0,139.85,0.0
USER-02856,control,Mobile,Paid Search,East,Features,2,262.4,7.7,1,1,94.17,94.17
USER-02857,treatment,Mobile,Social,North,Homepage,3,235.7,3.7,0,0,79.13,0.0
USER-02858,treatment,Mobile,Paid Search,East,Features,5,240.4,8.5,1,0,127.03,0.0
USER-02859,treatment,Mobile,Paid Search,East,Pricing,5,237.7,9.1,1,0,105.71,0.0
USER-02860,control,Mobile,Email,West,Pricing,5,227.5,1.8,0,1,100.88,100.88
USER-02861,treatment,Mobile,Paid Search,South,Features,3,254.0,6.4,1,0,123.53,0.0
USER-02862,treatment,Mobile,Paid Search,East,Homepage,4,167.1,9.0,0,0,104.37,0.0
USER-02863,control,Desktop,Organic Search,South,Homepage,5,229.9,6.1,1,0,148.69,0.0
USER-02864,control,Tablet,Paid Search,East,Features,5,210.5,4.4,0,1,129.92,129.92
USER-02865,treatment,Desktop,Paid Search,North,Features,5,265.0,3.7,0,0,79.77,0.0
USER-02866,treatment,Desktop,Email,North,Homepage,6,253.1,6.1,1,0,121.39,0.0
USER-02867,treatment,Mobile,Paid Search,North,Pricing,4,149.4,7.1,0,0,82.59,0.0
USER-02868,treatment,Mobile,Social,East,Pricing,8,257.7,3.4,0,0,142.53,0.0
USER-02869,treatment,Desktop,Paid Search,South,Homepage,3,220.1,7.8,1,0,137.09,0.0
USER-02870,treatment,Mobile,Paid Search,South,Homepage,6,185.0,2.2,0,0,110.15,0.0
USER-02871,control,Mobile,Organic Search,West,Homepage,1,231.5,7.2,0,0,104.38,0.0
USER-02872,treatment,Desktop,Paid Search,North,Features,3,290.8,6.1,0,0,148.09,0.0
USER-02873,treatment,Mobile,Organic Search,South,Pricing,6,242.2,8.9,0,0,134.33,0.0
USER-02874,treatment,Desktop,Organic Search,West,Features,3,275.7,6.3,1,0,55.78,0.0
USER-02875,control,Desktop,Organic Search,North,Pricing,3,258.9,7.3,0,0,173.8,0.0
USER-02876,control,Mobile,Social,South,Pricing,4,243.7,4.1,0,0,98.07,0.0
USER-02877,treatment,Tablet,Organic Search,West,Features,3,228.5,6.0,0,0,119.3,0.0
USER-02878,control,Mobile,Social,South,Homepage,4,163.2,5.4,0,0,146.61,0.0
USER-02879,control,Mobile,Paid Search,North,Homepage,2,218.1,5.1,0,0,130.62,0.0
USER-02880,treatment,Mobile,Email,North,Homepage,5,194.7,7.8,0,0,101.92,0.0
USER-02881,control,Tablet,Organic Search,East,Pricing,6,232.3,2.2,0,0,105.57,0.0
USER-02882,treatment,Mobile,Email,East,Features,3,229.3,3.2,0,0,104.75,0.0
USER-02883,treatment,Desktop,Organic Search,West,Features,10,232.5,7.1,0,0,161.5,0.0
USER-02884,control,Tablet,Social,West,Pricing,5,130.1,7.2,0,0,112.38,0.0
USER-02885,treatment,Mobile,Paid Search,North,Features,6,314.2,6.4,0,0,74.65,0.0
USER-02886,treatment,Desktop,Paid Search,East,Pricing,4,91.9,3.9,0,0,145.13,0.0
USER-02887,treatment,Desktop,Organic Search,South,Features,6,201.5,7.0,0,0,146.78,0.0
USER-02888,control,Mobile,Organic Search,South,Pricing,3,247.3,6.7,1,0,84.97,0.0
USER-02889,control,Mobile,Organic Search,North,Features,5,204.6,7.0,0,0,118.78,0.0
USER-02890,control,Tablet,Email,South,Features,6,216.0,6.3,0,0,141.95,0.0
USER-02891,control,Mobile,Organic Search,North,Pricing,1,219.0,8.2,1,0,126.75,0.0
USER-02892,treatment,Mobile,Social,South,Pricing,7,252.7,8.2,0,0,115.45,0.0
USER-02893,control,Desktop,Social,South,Homepage,4,162.1,5.7,0,1,148.62,148.62
USER-02894,treatment,Mobile,Paid Search,West,Pricing,1,179.6,5.9,0,1,117.65,117.65
USER-02895,treatment,Desktop,Email,North,Features,5,283.2,5.8,0,0,102.93,0.0
USER-02896,control,Mobile,Social,East,Features,2,283.2,8.4,0,0,110.58,0.0
USER-02897,control,Tablet,Paid Search,East,Pricing,3,232.6,4.9,0,0,60.86,0.0
USER-02898,treatment,Tablet,Email,North,Pricing,6,316.8,7.1,0,0,111.25,0.0
USER-02899,control,Desktop,Organic Search,North,Homepage,8,163.7,8.9,0,0,113.5,0.0
USER-02900,treatment,Desktop,Organic Search,East,Homepage,4,260.9,5.1,0,0,140.48,0.0
USER-02901,control,Desktop,Paid Search,South,Pricing,4,261.9,5.3,0,1,94.45,94.45
USER-02902,control,Mobile,Email,South,Homepage,8,273.8,2.1,1,1,166.48,166.48
USER-02903,treatment,Desktop,Paid Search,South,Features,6,173.5,10.0,0,0,121.05,0.0
USER-02904,control,Desktop,Paid Search,North,Features,6,213.6,5.5,0,0,139.42,0.0
USER-02905,control,Mobile,Organic Search,East,Pricing,3,138.4,5.2,1,0,99.15,0.0
USER-02906,treatment,Desktop,Social,West,Features,6,191.7,6.8,0,0,87.27,0.0
USER-02907,treatment,Mobile,Organic Search,North,Features,3,195.7,6.5,1,0,108.87,0.0
USER-02908,treatment,Mobile,Paid Search,East,Pricing,4,106.2,4.1,0,0,111.61,0.0
USER-02909,control,Mobile,Organic Search,South,Features,6,207.5,9.0,1,1,99.69,99.69
USER-02910,treatment,Mobile,Email,West,Homepage,5,226.2,6.5,0,0,105.93,0.0
USER-02911,treatment,Desktop,Organic Search,West,Pricing,6,316.9,5.8,0,0,132.93,0.0
USER-02912,treatment,Desktop,Email,South,Pricing,6,181.3,7.4,1,0,120.99,0.0
USER-02913,control,Mobile,Social,West,Features,3,298.0,7.0,0,0,93.11,0.0
USER-02914,treatment,Desktop,Paid Search,South,Homepage,4,233.8,4.9,0,0,146.12,0.0
USER-02915,control,Tablet,Organic Search,West,Features,4,236.3,7.0,0,0,65.75,0.0
USER-02916,control,Desktop,Social,North,Pricing,6,237.9,4.3,0,0,135.37,0.0
USER-02917,control,Desktop,Organic Search,North,Homepage,3,238.8,8.4,0,0,162.92,0.0
USER-02918,treatment,Mobile,Organic Search,South,Pricing,3,174.6,5.6,0,0,92.32,0.0
USER-02919,control,Desktop,Social,West,Features,5,255.8,3.4,0,0,131.68,0.0
USER-02920,control,Mobile,Organic Search,West,Pricing,4,247.5,4.9,1,0,123.67,0.0
USER-02921,treatment,Tablet,Social,South,Pricing,6,286.2,4.6,1,0,144.72,0.0
USER-02922,control,Desktop,Paid Search,North,Homepage,5,158.9,5.4,1,0,152.19,0.0
USER-02923,treatment,Mobile,Organic Search,West,Pricing,5,181.4,10.3,1,1,103.99,103.99
USER-02924,control,Desktop,Organic Search,West,Homepage,4,251.6,2.8,0,0,67.77,0.0
USER-02925,control,Desktop,Organic Search,North,Homepage,2,261.7,5.6,0,0,123.81,0.0
USER-02926,control,Mobile,Paid Search,North,Homepage,2,231.1,5.0,0,0,129.03,0.0
USER-02927,treatment,Mobile,Organic Search,South,Homepage,3,176.0,8.1,0,0,146.24,0.0
USER-02928,control,Mobile,Social,North,Features,5,359.2,2.5,0,0,158.97,0.0
USER-02929,treatment,Desktop,Organic Search,South,Features,7,312.7,8.0,0,0,97.2,0.0
USER-02930,treatment,Mobile,Paid Search,North,Features,2,252.5,6.1,0,0,98.79,0.0
USER-02931,treatment,Mobile,Email,West,Features,5,196.0,3.2,0,0,97.85,0.0
USER-02932,control,Desktop,Social,East,Features,5,156.5,6.2,1,0,83.85,0.0
USER-02933,treatment,Mobile,Organic Search,East,Pricing,4,201.7,4.5,1,1,102.19,102.19
USER-02934,control,Mobile,Paid Search,North,Features,6,172.3,6.1,0,0,73.89,0.0
USER-02935,treatment,Mobile,Email,North,Features,5,185.9,7.5,0,0,103.19,0.0
USER-02936,control,Mobile,Email,East,Features,4,242.1,9.7,0,0,80.56,0.0
USER-02937,treatment,Desktop,Email,West,Features,6,236.6,7.1,1,0,130.82,0.0
USER-02938,treatment,Mobile,Paid Search,West,Pricing,1,240.2,4.2,0,0,125.25,0.0
USER-02939,treatment,Tablet,Paid Search,North,Homepage,4,221.5,7.1,0,0,104.76,0.0
USER-02940,treatment,Mobile,Social,East,Homepage,4,226.7,4.9,0,0,88.35,0.0
USER-02941,treatment,Mobile,Organic Search,South,Features,4,249.3,5.0,0,0,123.82,0.0
USER-02942,treatment,Mobile,Paid Search,North,Homepage,2,228.2,5.5,0,0,101.65,0.0
USER-02943,control,Desktop,Paid Search,North,Homepage,8,229.8,6.6,0,0,118.34,0.0
USER-02944,treatment,Desktop,Organic Search,North,Pricing,4,200.3,7.2,1,1,113.84,113.84
USER-02945,treatment,Mobile,Organic Search,West,Homepage,4,192.9,3.4,0,0,109.22,0.0
USER-02946,control,Mobile,Paid Search,South,Features,3,137.1,7.2,0,0,129.76,0.0
USER-02947,control,Mobile,Organic Search,South,Features,3,205.9,5.8,1,0,129.13,0.0
USER-02948,control,Desktop,Paid Search,North,Homepage,3,173.0,7.4,0,0,95.78,0.0
USER-02949,treatment,Desktop,Social,South,Pricing,6,236.5,3.5,0,0,126.27,0.0
USER-02950,control,Desktop,Paid Search,East,Pricing,4,246.4,5.6,0,0,80.49,0.0
USER-02951,treatment,Mobile,Social,South,Features,6,235.8,7.9,1,0,139.87,0.0
USER-02952,control,Mobile,Organic Search,North,Features,10,241.8,6.6,0,0,122.98,0.0
USER-02953,control,Desktop,Paid Search,East,Homepage,4,230.3,7.2,0,0,121.83,0.0
USER-02954,treatment,Mobile,Email,East,Homepage,8,262.1,4.0,0,0,144.58,0.0
USER-02955,treatment,Desktop,Organic Search,South,Features,1,197.3,8.1,1,0,122.81,0.0
USER-02956,treatment,Desktop,Paid Search,West,Features,3,176.4,8.4,0,0,152.91,0.0
USER-02957,control,Desktop,Social,North,Homepage,3,201.3,5.3,0,0,126.24,0.0
USER-02958,treatment,Mobile,Organic Search,West,Pricing,2,238.9,5.9,0,0,139.75,0.0
USER-02959,treatment,Mobile,Organic Search,North,Features,5,242.5,6.8,1,1,117.89,117.89
USER-02960,treatment,Tablet,Organic Search,North,Features,3,282.8,5.5,0,0,134.29,0.0
USER-02961,control,Tablet,Social,East,Pricing,3,264.0,5.4,0,0,103.17,0.0
USER-02962,treatment,Desktop,Organic Search,North,Pricing,7,187.8,4.6,0,0,155.39,0.0
USER-02963,treatment,Desktop,Paid Search,West,Pricing,4,260.1,5.8,1,0,139.11,0.0
USER-02964,control,Mobile,Social,West,Pricing,1,246.8,7.8,0,0,106.96,0.0
USER-02965,control,Desktop,Organic Search,North,Features,3,215.3,6.9,0,0,91.13,0.0
USER-02966,treatment,Desktop,Paid Search,East,Pricing,5,231.0,5.5,0,0,140.97,0.0
USER-02967,control,Mobile,Paid Search,South,Pricing,4,228.4,6.2,1,0,137.15,0.0
USER-02968,control,Desktop,Paid Search,North,Pricing,4,291.4,4.2,0,0,105.32,0.0
USER-02969,control,Mobile,Paid Search,West,Homepage,9,296.0,5.1,0,1,168.73,168.73
USER-02970,control,Mobile,Paid Search,South,Pricing,5,261.9,3.2,0,0,79.62,0.0
USER-02971,control,Desktop,Organic Search,North,Pricing,5,167.7,4.6,0,1,90.51,90.51
USER-02972,treatment,Mobile,Paid Search,South,Features,4,292.0,8.1,1,0,129.86,0.0
USER-02973,control,Mobile,Email,West,Features,2,369.1,9.2,0,0,97.44,0.0
USER-02974,control,Desktop,Organic Search,South,Homepage,3,211.4,5.4,1,0,106.09,0.0
USER-02975,control,Tablet,Organic Search,South,Pricing,2,199.5,6.0,0,0,89.95,0.0
USER-02976,treatment,Mobile,Organic Search,North,Pricing,8,206.1,6.8,1,0,99.6,0.0
USER-02977,control,Desktop,Paid Search,North,Pricing,4,219.7,6.3,0,0,70.09,0.0
USER-02978,control,Mobile,Organic Search,South,Homepage,2,240.9,4.1,0,1,112.99,112.99
USER-02979,treatment,Mobile,Paid Search,East,Pricing,4,207.9,7.3,0,0,152.28,0.0
USER-02980,control,Mobile,Organic Search,North,Features,2,151.8,7.3,0,0,136.53,0.0
USER-02981,control,Desktop,Organic Search,North,Features,6,212.6,5.3,0,0,123.45,0.0
USER-02982,control,Mobile,Organic Search,South,Homepage,4,196.6,5.4,0,0,105.7,0.0
USER-02983,control,Desktop,Organic Search,South,Pricing,6,234.3,3.9,0,0,116.81,0.0
USER-02984,treatment,Mobile,Email,East,Features,7,321.5,8.1,1,0,67.83,0.0
USER-02985,control,Mobile,Organic Search,West,Homepage,3,284.5,5.2,0,0,111.1,0.0
USER-02986,control,Desktop,Social,West,Homepage,6,241.3,7.2,0,0,148.21,0.0
USER-02987,treatment,Mobile,Paid Search,North,Homepage,5,257.3,4.7,0,0,113.58,0.0
USER-02988,control,Desktop,Organic Search,South,Pricing,4,210.8,7.4,1,0,112.75,0.0
USER-02989,control,Mobile,Organic Search,East,Homepage,3,159.4,5.3,0,0,98.21,0.0
USER-02990,treatment,Mobile,Organic Search,West,Features,5,167.5,9.3,0,1,83.68,83.68
USER-02991,control,Mobile,Paid Search,North,Homepage,2,190.3,5.0,1,0,141.72,0.0
USER-02992,treatment,Desktop,Organic Search,East,Homepage,3,116.1,6.8,1,0,137.03,0.0
USER-02993,control,Mobile,Paid Search,East,Features,2,150.6,8.7,1,0,110.95,0.0
USER-02994,control,Desktop,Email,West,Pricing,4,330.7,6.4,1,1,132.44,132.44
USER-02995,treatment,Mobile,Email,West,Homepage,3,154.3,3.8,0,1,62.23,62.23
USER-02996,control,Mobile,Email,North,Pricing,5,204.1,4.0,0,0,103.53,0.0
USER-02997,control,Mobile,Social,South,Features,5,190.8,8.0,1,0,80.57,0.0
USER-02998,treatment,Mobile,Organic Search,South,Pricing,4,167.7,2.9,0,0,152.62,0.0
USER-02999,control,Desktop,Organic Search,West,Pricing,3,240.4,10.3,0,0,126.88,0.0
USER-03000,treatment,Mobile,Social,West,Homepage,5,234.2,4.3,1,0,125.74,0.0
USER-03001,treatment,Mobile,Organic Search,North,Homepage,4,244.8,8.5,0,0,94.12,0.0
USER-03002,treatment,Mobile,Organic Search,West,Pricing,6,218.5,2.7,0,0,108.96,0.0
USER-03003,treatment,Tablet,Email,East,Features,4,191.7,10.4,1,1,107.35,107.35
USER-03004,control,Tablet,Paid Search,North,Pricing,5,174.6,8.2,1,0,71.17,0.0
USER-03005,control,Mobile,Social,North,Pricing,3,184.0,5.4,1,1,139.66,139.66
USER-03006,treatment,Mobile,Organic Search,South,Pricing,1,304.8,9.1,0,0,103.53,0.0
USER-03007,treatment,Desktop,Email,South,Homepage,6,122.0,4.7,1,0,79.47,0.0
USER-03008,control,Mobile,Paid Search,East,Pricing,3,232.2,6.2,0,0,112.17,0.0
USER-03009,control,Desktop,Organic Search,South,Pricing,5,186.1,7.7,1,0,165.56,0.0
USER-03010,treatment,Mobile,Organic Search,East,Features,9,309.9,4.0,0,0,96.84,0.0
USER-03011,treatment,Mobile,Email,East,Pricing,7,255.6,7.4,0,0,113.03,0.0
USER-03012,control,Mobile,Organic Search,North,Homepage,3,211.4,6.1,0,0,107.44,0.0
USER-03013,treatment,Mobile,Organic Search,East,Homepage,5,318.4,7.2,0,0,150.61,0.0
USER-03014,treatment,Mobile,Social,West,Homepage,4,256.5,7.0,0,0,111.95,0.0
USER-03015,control,Mobile,Paid Search,East,Pricing,4,164.9,4.8,1,0,144.33,0.0
USER-03016,control,Tablet,Organic Search,East,Features,4,266.3,2.8,0,1,72.55,72.55
USER-03017,control,Desktop,Social,South,Features,1,294.4,6.1,0,0,133.08,0.0
USER-03018,treatment,Mobile,Organic Search,East,Pricing,4,240.5,5.5,0,0,123.92,0.0
USER-03019,treatment,Desktop,Organic Search,South,Homepage,3,270.4,6.9,1,0,92.18,0.0
USER-03020,control,Mobile,Organic Search,South,Homepage,5,145.2,1.0,0,0,99.41,0.0
USER-03021,control,Tablet,Social,West,Pricing,7,104.8,5.4,0,0,111.57,0.0
USER-03022,control,Mobile,Email,South,Homepage,6,123.0,4.7,1,0,84.25,0.0
USER-03023,treatment,Mobile,Email,North,Pricing,6,257.6,6.4,1,1,131.41,131.41
USER-03024,control,Desktop,Paid Search,East,Pricing,2,245.4,6.0,0,0,116.34,0.0
USER-03025,control,Mobile,Organic Search,East,Features,4,228.5,6.1,0,0,67.81,0.0
USER-03026,treatment,Mobile,Email,North,Features,5,244.9,6.1,0,0,95.27,0.0
USER-03027,control,Mobile,Paid Search,West,Features,7,271.4,6.0,0,0,131.72,0.0
USER-03028,treatment,Desktop,Email,East,Pricing,4,198.5,5.3,0,0,196.35,0.0
USER-03029,control,Mobile,Social,East,Pricing,5,198.0,3.4,0,0,139.66,0.0
USER-03030,control,Desktop,Email,North,Features,7,204.0,6.9,0,0,127.1,0.0
USER-03031,treatment,Desktop,Email,North,Pricing,3,251.5,5.8,1,1,155.3,155.3
USER-03032,treatment,Desktop,Paid Search,South,Pricing,6,200.4,8.2,0,0,142.33,0.0
USER-03033,control,Desktop,Paid Search,East,Homepage,5,188.5,7.6,1,1,49.98,49.98
USER-03034,control,Mobile,Social,East,Homepage,5,269.4,3.8,0,0,58.84,0.0
USER-03035,treatment,Desktop,Organic Search,North,Homepage,4,254.0,6.1,1,0,155.0,0.0
USER-03036,control,Mobile,Social,East,Features,6,227.9,5.1,0,0,129.48,0.0
USER-03037,control,Mobile,Email,West,Features,4,198.9,7.5,0,0,117.15,0.0
USER-03038,control,Mobile,Social,West,Homepage,2,263.4,6.0,0,0,185.15,0.0
USER-03039,control,Mobile,Paid Search,North,Homepage,4,207.8,6.6,0,0,121.8,0.0
USER-03040,control,Mobile,Email,West,Pricing,4,189.1,8.7,0,0,123.51,0.0
USER-03041,treatment,Desktop,Email,East,Homepage,5,205.6,4.2,0,0,136.19,0.0
USER-03042,treatment,Tablet,Organic Search,West,Pricing,3,268.5,9.6,1,1,95.29,95.29
USER-03043,control,Mobile,Paid Search,East,Features,2,186.2,7.9,0,0,89.58,0.0
USER-03044,control,Mobile,Paid Search,West,Pricing,1,98.7,5.3,0,0,93.31,0.0
USER-03045,treatment,Mobile,Social,North,Features,6,181.8,5.6,1,0,72.2,0.0
USER-03046,control,Mobile,Organic Search,South,Features,4,215.9,2.9,0,0,116.82,0.0
USER-03047,control,Desktop,Email,South,Features,5,172.2,6.6,0,1,84.06,84.06
USER-03048,treatment,Mobile,Social,South,Features,3,273.6,9.7,0,0,86.19,0.0
USER-03049,treatment,Mobile,Paid Search,West,Pricing,6,238.5,7.6,1,1,142.82,142.82
USER-03050,treatment,Desktop,Paid Search,South,Homepage,2,236.7,6.7,1,1,80.81,80.81
USER-03051,treatment,Mobile,Paid Search,East,Features,3,332.4,7.1,1,0,103.21,0.0
USER-03052,treatment,Desktop,Organic Search,North,Pricing,2,250.1,6.1,0,0,129.74,0.0
USER-03053,control,Desktop,Social,North,Homepage,4,187.5,6.0,1,0,125.34,0.0
USER-03054,treatment,Desktop,Email,North,Homepage,7,254.1,8.7,1,0,92.15,0.0
USER-03055,control,Mobile,Organic Search,South,Pricing,3,259.2,5.2,0,0,91.0,0.0
USER-03056,treatment,Tablet,Paid Search,West,Pricing,5,274.8,9.1,0,1,178.78,178.78
USER-03057,control,Mobile,Paid Search,North,Pricing,6,211.3,3.5,0,0,108.17,0.0
USER-03058,treatment,Mobile,Paid Search,West,Features,3,167.1,8.8,1,0,146.43,0.0
USER-03059,treatment,Mobile,Paid Search,East,Features,2,288.1,5.1,0,0,138.28,0.0
USER-03060,treatment,Mobile,Paid Search,West,Homepage,8,252.4,8.0,1,0,149.63,0.0
USER-03061,treatment,Desktop,Paid Search,North,Pricing,7,239.2,7.6,1,0,134.17,0.0
USER-03062,control,Tablet,Organic Search,West,Pricing,6,264.8,6.3,0,0,129.06,0.0
USER-03063,control,Mobile,Organic Search,East,Homepage,3,307.7,5.0,0,0,112.42,0.0
USER-03064,control,Mobile,Organic Search,West,Pricing,9,208.2,4.1,1,0,129.82,0.0
USER-03065,control,Mobile,Paid Search,South,Features,2,290.0,3.0,0,0,109.8,0.0
USER-03066,control,Desktop,Email,West,Pricing,3,294.7,7.8,1,1,79.58,79.58
USER-03067,control,Mobile,Paid Search,North,Homepage,6,205.9,3.4,0,0,101.93,0.0
USER-03068,control,Mobile,Paid Search,West,Pricing,3,214.3,6.4,1,0,123.2,0.0
USER-03069,control,Desktop,Paid Search,North,Pricing,1,239.0,3.7,0,0,178.54,0.0
USER-03070,treatment,Mobile,Paid Search,West,Pricing,3,180.5,6.7,0,0,121.33,0.0
USER-03071,treatment,Mobile,Organic Search,South,Homepage,4,206.6,3.8,0,0,103.75,0.0
USER-03072,control,Desktop,Organic Search,South,Features,3,218.2,8.2,1,0,130.12,0.0
USER-03073,treatment,Desktop,Paid Search,East,Features,3,242.1,5.2,1,0,157.59,0.0
USER-03074,treatment,Mobile,Organic Search,South,Pricing,5,166.4,7.0,1,0,107.76,0.0
USER-03075,treatment,Tablet,Paid Search,East,Homepage,3,197.2,4.6,0,0,42.03,0.0
USER-03076,control,Mobile,Social,North,Homepage,6,180.9,4.8,1,0,165.6,0.0
USER-03077,treatment,Mobile,Social,West,Pricing,2,276.2,6.1,1,0,109.81,0.0
USER-03078,treatment,Tablet,Organic Search,North,Homepage,5,221.1,8.3,1,0,94.06,0.0
USER-03079,treatment,Mobile,Email,South,Homepage,7,151.6,6.0,1,0,127.6,0.0
USER-03080,control,Desktop,Paid Search,East,Features,3,254.7,8.0,0,1,104.92,104.92
USER-03081,treatment,Desktop,Paid Search,South,Features,4,196.0,7.2,1,1,148.28,148.28
USER-03082,treatment,Mobile,Social,South,Features,6,197.6,11.0,0,0,132.33,0.0
USER-03083,treatment,Tablet,Organic Search,East,Pricing,5,243.8,7.3,1,0,141.88,0.0
USER-03084,control,Desktop,Email,South,Pricing,5,261.8,4.2,1,0,114.79,0.0
USER-03085,control,Mobile,Social,West,Features,5,175.2,7.4,0,1,73.81,73.81
USER-03086,control,Mobile,Email,West,Features,4,283.0,5.9,0,0,97.19,0.0
